年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2022,1,1236,宏亞,安永聯合會計師事務所,徐榮煌,黃建澤,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,謝明忠,黃毅民,2022-05-10,無保留結論/意見
2022,1,1301,台塑,安侯建業聯合會計師事務所,寇惠植,于紀隆,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1303,南亞,安侯建業聯合會計師事務所,寇惠植,于紀隆,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1304,台聚,勤業眾信聯合會計師事務所,莊碧玉,郭政弘,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1305,華夏,勤業眾信聯合會計師事務所,黃秀椿,邱政俊,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1307,三芳,勤業眾信聯合會計師事務所,吳秋燕,江佳玲,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1308,亞聚,勤業眾信聯合會計師事務所,邱政俊,莊碧玉,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1309,台達化,勤業眾信聯合會計師事務所,黃秀椿,邱政俊,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1310,台苯,安侯建業聯合會計師事務所,吳麟,尹元聖,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1312,國喬,國富浩華聯合會計師事務所,蕭英嘉,林志隆,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1313,聯成,勤業眾信聯合會計師事務所,劉建良,林文欽,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1314,中石化,安侯建業聯合會計師事務所,吳　政　諺,陳　眉　芳,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1315,達新,國富浩華聯合會計師事務所,張福郎,邱桂鈴,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1316,上曜,安侯建業聯合會計師事務所,許　振　隆,陳　國　宗,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1319,東陽,安永聯合會計師事務所,洪國森,洪茂益,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1321,大洋,安 侯 建 業 聯 合 會 計 師 事 務 所,余聖河,黃泳華,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1323,永裕,資誠聯合會計師事務所,田中玉,劉子猛,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1324,地球,安永聯合會計師事務所,林麗凰,劉榮進,2022-05-11,無保留結論/意見
2022,1,1325,恆大,勤業眾信聯合會計師事務所,薛峻泯,張淳儀,2022-05-10,無保留結論/意見
2022,1,1326,台化,資誠聯合會計師事務所,阮呂曼玉,吳漢期,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1337,再生-KY,德昌聯合會計師事務所,林兆民,陳文彬,2022-05-03,無保留結論/意見
2022,1,1338,廣華-KY,安侯建業聯合會計師事務所,陳　宜　君,連　淑　凌,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1339,昭輝,資誠聯合會計師事務所,王玉娟,劉美蘭,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1340,勝悅-KY,信永中和聯合會計師事務所,陳光慧,郭鎮宇,2022-05-12,無保留結論/意見
2022,1,1341,富林-KY,勤業眾信聯合會計師事務所,吳秋燕,陳珍麗,2022-05-12,無保留結論/意見
2022,1,1342,八貫,安永聯合會計師事務所,張志銘,傅文芳,2022-04-21,無保留結論/意見
2022,1,1402,遠東新,勤業眾信聯合會計師事務所,邵　志　明,柯　志　賢,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1409,新纖,勤業眾信聯合會計師事務所,陳文香,徐文亞,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1410,南染,安侯建業聯合會計師事務所,余　聖　河,黃　泳　華,2022-05-09,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2022,1,1413,宏洲,安侯建業聯合會計師事務所,潘俊名,張淑瑩,2022-05-05,無保留結論/意見
2022,1,1414,東和,勤業眾信聯合會計師事務所,謝東儒,劉明賢,2022-04-29,無保留結論/意見
2022,1,1416,廣豐,資誠聯合會計師事務所,賴宗羲,支秉鈞,2022-05-13,無保留結論/意見
2022,1,1417,嘉裕,勤業眾信聯合會計師事務所,黃國寧,陳培德,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1418,東華,正風聯合會計師事務所,吳欣亮,彭莉真,2022-05-05,無保留結論/意見
2022,1,1419,新紡,勤業眾信聯合會計師事務所,李麗凰,池瑞全,2022-05-13,無保留結論/意見
2022,1,1423,利華,安永聯合會計師事務所,許新民,王彥鈞,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1432,大魯閣,資誠聯合會計師事務所,蕭春鴛,劉美蘭,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1434,福懋,資誠聯合會計師事務所,阮呂曼玉,吳漢期,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1435,中福,正大聯合會計師事務所,羅裕民,劉慧萍,2022-05-15,無保留結論/意見
2022,1,1436,華友聯,勤業眾信聯合會計師事務所,劉裕祥,許瑞軒,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1437,勤益控,安侯建業聯合會計師事務所,趙　敏　如,王　勇　勝,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1438,三地開發,安侯建業聯合會計師事務所,陳永祥,陳國宗,2022-05-04,無保留結論/意見
2022,1,1439,中和,資誠聯合會計師事務所,蕭春鴛,林瑟凱,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1440,南紡,資誠聯合會計師事務所,林永智,林姿妤,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1441,大東,資誠聯合會計師事務所,林雅慧,徐永堅,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1442,名軒,惠眾聯合會計師事務所,項文婷,盧聯生,2022-05-10,無保留結論/意見
2022,1,1443,立益,國富浩華聯合會計師事務所,陳桂美,王戊昌,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1444,力麗,勤業眾信聯合會計師事務所,吳恪昌,洪國田,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1445,大宇,安永聯合會計師事務所,黃 子 評,劉 榮 進,2022-05-05,無保留結論/意見(強調事項或其他事項)-強調事項－重大訴訟或監管措施未來結果之不確定性、其他事項－前期由其他會計師查核（核閱）
2022,1,1446,宏和,安永聯合會計師事務所,黃世杰,李芳文,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1447,力鵬,勤業眾信聯合會計師事務所,吳恪昌,洪國田,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1449,佳和,安侯建業聯合會計師事務所,許振隆,蘇彥達,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1451,年興,勤業眾信聯合會計師事務所,黃國寧,邵志明,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1452,宏益,立本台灣聯合會計師事務所,柯俊輝,陳怡琳,2022-05-03,無保留結論/意見
2022,1,1453,大將,勤業眾信聯合會計師事務所,莊文源,龔則立,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1454,台富,勤業眾信聯合會計師事務所,游素環,池瑞全,2022-05-04,無保留結論/意見
2022,1,1455,集盛,國富浩華聯合會計師事務所,蕭英嘉,林志隆,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1456,怡華,安侯建業聯合會計師事務所,黃　欣　婷,池　世　欽,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1457,宜進,安侯建業聯合會計師事務所,潘俊名,張淑瑩,2022-05-13,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1459,聯發,勤業眾信聯合會計師事務所,陳薔旬,池瑞全,2022-05-11,無保留結論/意見
2022,1,1460,宏遠,勤業眾信聯合會計師事務所,廖鴻儒,郭麗園,2022-05-11,無保留結論/意見
2022,1,1463,強盛,安侯建業聯合會計師事務所,陳　振　乾,余　聖　河,2022-05-10,無保留結論/意見
2022,1,1464,得力,勤業眾信聯合會計師事務所,楊朝欽,王騰葦,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1465,偉全,立本台灣聯合會計師事務所,張書成,劉克宜,2022-05-12,無保留結論/意見
2022,1,1466,聚隆,建智聯合會計師事務所,陳靜宜,曹永仁,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1467,南緯,安 侯 建 業 聯 合 會 計 師 事 務 所,曾國禓,張淑瑩,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1468,昶和,安侯建業聯合會計師事務所,郭冠纓,區耀軍,2022-05-04,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1470,大統新創,勤業眾信聯合會計師事務所,張耿禧,陳重成,2022-05-11,無保留結論/意見
2022,1,1471,首利,資誠聯合會計師事務所,徐永堅,吳漢期,2022-05-12,無保留結論/意見(強調事項或其他事項)
2022,1,1472,三洋實業,勤業眾信聯合會計師事務所,陳珍麗,許凱甯,2022-05-11,無保留結論/意見
2022,1,1473,台南,資誠聯合會計師事務所,林姿妤,田中玉,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1474,弘裕,資誠聯合會計師事務所,洪淑華,王玉娟,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1475,業旺,資誠聯合會計師事務所,游淑芬,翁世榮,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1476,儒鴻,安侯建業聯合會計師事務所,寇惠植,許育峰,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1477,聚陽,安侯建業聯合會計師事務所,陳　蓓　琪,林　恒　昇,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1503,士電,勤業眾信聯合會計師事務所,陳致源,楊清鎮,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1504,東元,資誠聯合會計師事務所,吳郁隆,周建宏,2022-05-13,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1506,正道,安侯建業聯合會計師事務所,連淑凌,吳趙仁,2022-05-13,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1512,瑞利,勤業眾信聯合會計師事務所,陳珍麗,王騰葦,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1513,中興電,國富浩華聯合會計師事務所,林金鳳,張亞荃,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1514,亞力,惠眾聯合會計師事務所,洪佑伶,卓敏枝,2021-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1515,力山,安侯建業聯合會計師事務所,郭士華,吳俊源,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1516,川飛,安永聯合會計師事務所,羅筱靖,洪茂益,2022-04-25,無保留結論/意見
2022,1,1517,利奇,勤業眾信聯合會計師事務所,楊啟聖,蘇定堅,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1519,華城,勤業眾信聯合會計師事務所,龔則立,李穗青,2022-05-04,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1521,大億,勤業眾信聯合會計師事務所,李季珍,楊朝欽,2022-05-12,無保留結論/意見
2022,1,1522,堤維西,安永聯合會計師事務所,黃世杰,李芳文,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1524,耿鼎,正風聯合會計師事務所,曾國富,賴家裕,2022-05-03,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1525,江申,勤業眾信聯合會計師事務所,許秀明,楊啟聖,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1526,日馳,霈昇聯合會計師事務所,林憲章,王新元,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1527,鑽全,安侯建業聯合會計師事務所,吳俊源,郭士華,2022-05-09,無保留結論/意見
2022,1,1528,恩德,勤業眾信聯合會計師事務所,陳培德,郭俐雯,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1529,樂士,正風聯合會計師事務所,周銀來,賴家裕,2022-05-09,無保留結論/意見(強調事項或其他事項)-其他事項－前期由其他會計師查核（核閱）
2022,1,1530,亞崴,建智聯合會計師事務所,陳貴端,易昌運,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1531,高林股,安侯建業聯合會計師事務所,許育峰,寇惠植,2022-05-12,無保留結論/意見(強調事項或其他事項)-其他事項－前期由其他會計師查核（核閱）
2022,1,1532,勤美,安侯建業聯合會計師事務所,池　世　欽,曾　國　禓,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1533,車王電,資誠聯合會計師事務所,徐建業,王玉娟,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1535,中宇,勤業眾信聯合會計師事務所,劉裕祥,王兆群,2022-05-03,無保留結論/意見
2022,1,1536,和大,資誠聯合會計師事務所,吳松源,徐建業,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1537,廣隆,資誠聯合會計師事務所,吳松源,徐建業,2022-05-03,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1538,正峰,安侯建業聯合會計師事務所,寇　惠　植,李　慈　慧,2022-05-12,無保留結論/意見
2022,1,1539,巨庭,國富浩華聯合會計師事務所,黃千真,林明壽,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1540,喬福,資誠聯合會計師事務所,劉美蘭,吳松源,2022-05-11,無保留結論/意見
2022,1,1541,錩泰,安 永 聯 合 會 計 師 事 務 所,涂 清 淵,黃 宇 廷,2022-05-05,無保留結論/意見
2022,1,1558,伸興,安永聯合會計師事務所,陳明宏,嚴文筆,2022-05-03,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1560,中砂,勤業眾信聯合會計師事務所,劉明賢,趙永祥,2022-04-26,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1568,倉佑,勤業眾信聯合會計師事務所,江佳玲,吳秋燕,2022-05-10,無保留結論/意見
2022,1,1582,信錦,勤業眾信聯合會計師事務所,陳致源,黃堯麟,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1583,程泰,國富浩華聯合會計師事務所,黃勝義,王日春,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1587,吉茂,資誠聯合會計師事務所,劉美蘭,洪淑華,2022-05-11,無保留結論/意見
2022,1,1589,永冠-KY,勤業眾信聯合會計師事務所,陳致源,黃堯麟,2022-05-05,無保留結論/意見
2022,1,1590,亞德客-KY,勤業眾信聯合會計師事務所,池瑞全,翁博仁,2022-05-06,無保留結論/意見
2022,1,1597,直得,資誠聯合會計師事務所,林永智,田中玉,2022-05-04,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1598,岱宇,勤業眾信聯合會計師事務所,謝建新,陳招美,2022-05-11,無保留結論/意見
2022,1,1603,華電,馬施云大華聯合會計師事務所,吳林方,羅玟忻,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1604,聲寶,勤業眾信聯合會計師事務所,游素環,吳恪昌,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1605,華新,勤業眾信聯合會計師事務所,徐文亞,吳恪昌,2022-05-06,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2022,1,1608,華榮,安侯建業聯合會計師事務所,許振隆,陳永祥,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1609,大亞,群智聯合會計師事務所,呂松裕,陳芓?,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1611,中電,勤業眾信聯合會計師事務所,楊承修,林旺生,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1612,宏泰,安永聯合會計師事務所,徐榮煌,謝勝安,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1614,三洋電,資誠聯合會計師事務所,陳晉昌,廖福銘,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1615,大山,安侯建業聯合會計師事務所,連淑凌,郭柔蘭,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1616,億泰,安侯建業聯合會計師事務所,余聖河,陳振乾,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1617,榮星,安侯建業聯合會計師事務所,蘇彥達,楊博任,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1618,合機,勤業眾信聯合會計師事務所,龔則立,莊文源,2022-05-12,無保留結論/意見
2022,1,1626,艾美特-KY,資誠聯合會計師事務所,王國華,吳建志,2022-05-11,無保留結論/意見
2022,1,1701,中化,資誠聯合會計師事務所,游淑芬,林鈞堯,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1702,南僑,安侯建業聯合會計師事務所,黃柏淑,吳仲舜,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1707,葡萄王,勤業眾信聯合會計師事務所,黃裕峰,鍾鳴遠,2022-05-11,無保留結論/意見
2022,1,1708,東鹼,安侯建業聯合會計師事務所,陳雅琳,黃柏淑,2022-05-09,無保留結論/意見
2022,1,1709,和益,勤業眾信聯合會計師事務所,莊文源,龔則立,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1710,東聯,勤業眾信聯合會計師事務所,戴信維,郭俐雯,2022-04-26,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1711,永光,安侯建業聯合會計師事務所,唐嘉鍵,陳雅琳,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1712,興農,勤業眾信聯合會計師事務所,蘇定堅,蔣淑菁,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1713,國化,安永聯合會計師事務所,王 瑄 瑄,林 素 雯,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1714,和桐,資誠聯合會計師事務所,賴宗羲,黃金連,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1717,長興,勤業眾信聯合會計師事務所,王兆群,郭麗園,2022-05-13,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1718,中纖,勤業眾信聯合會計師事務所,游素環,王攀發,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1720,生達,資誠聯合會計師事務所,田中玉,林姿妤,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1721,三晃,安永聯合會計師事務所,涂清淵,嚴文筆,2022-05-10,無保留結論/意見
2022,1,1722,台肥,安侯建業聯合會計師事務所,曾國禓,林恒昇,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1723,中碳,勤業眾信聯合會計師事務所,王兆群,廖鴻儒,2022-05-05,無保留結論/意見
2022,1,1725,元禎,勤業眾信聯合會計師事務所,張耿禧,張淳儀,2022-05-03,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1726,永記,勤業眾信聯合會計師事務所,郭麗園,許瑞軒,2022-05-10,無保留結論/意見
2022,1,1727,中華化,大中國際聯合會計師事務所,高國晟,徐靖賢,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1730,花仙子,國富浩華聯合會計師事務所,林松樹,林金鳳,2022-05-09,無保留結論/意見
2022,1,1731,美吾華,勤業眾信聯合會計師事務所,陳招美,虞成全,2022-05-11,無保留結論/意見(強調事項或其他事項)-其他
2022,1,1732,毛寶,資誠聯合會計師事務所,阮呂曼玉,馮敏娟,2022-05-13,無保留結論/意見
2022,1,1733,五鼎,勤業眾信聯合會計師事務所,葉東煇,高逸欣,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1734,杏輝,國富浩華聯合會計師事務所,張亞荃,潘金樹,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1735,日勝化,勤業眾信聯合會計師事務所,戴信維,蘇定堅,2022-05-10,無保留結論/意見
2022,1,1736,喬山,安永聯合會計師事務所,陳明宏,黃宇廷,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1737,臺鹽,安永聯合會計師事務所,曾于哲,李芳文,2022-04-29,無保留結論/意見
2022,1,1752,南光,資誠聯合會計師事務所,田中玉,林姿妤,2022-05-04,無保留結論/意見
2022,1,1760,寶齡富錦,安侯建業聯合會計師事務所,呂　莉　莉,趙　敏　如,2022-05-11,無保留結論/意見
2022,1,1762,中化生,資誠聯合會計師事務所,林柏全,林鈞堯,2022-05-10,無保留結論/意見
2022,1,1773,勝一,國富浩華聯合會計師事務所,謝仁耀,黃鈴雯,2022-04-27,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1776,展宇,勤業眾信聯合會計師事務所,張至誼,陳明煇,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1783,和康生,資誠聯合會計師事務所,徐明釧,支秉鈞,2022-05-03,無保留結論/意見(強調事項或其他事項)
